website_session_id,created_at,user_id,is_repeat_session,utm_source,utm_campaign,utm_content,device_type,http_referer,,
88,2023-06-05T11:45:00,68,0,google,pet_lover_promo,text_ad,mobile,https://www.instagram.com,,
89,2023-12-06T11:05:00,,0,,,,tablet,,,
90,2024-01-19T12:51:00,,0,email,loyalty_program,story,desktop,https://mail.google.com,,
91,2023-06-11T16:55:00,52,1,,,,desktop,,,
92,2024-03-24T12:03:00,,0,,,,mobile,,,
93,2023-08-01T19:13:00,61,0,,,,desktop,,,
94,2023-08-25T16:53:00,102,1,,,,desktop,,,
95,2023-09-27T08:36:00,111,1,,,,mobile,,,
96,2023-03-12T08:55:00,199,0,,,,mobile,,,
97,2023-12-27T12:03:00,62,1,,,,desktop,,,
98,2023-06-11T09:38:00,143,1,,,,desktop,,,
99,2023-06-29T20:51:00,104,0,google,new_customer_20,banner_ad,desktop,https://www.instagram.com,,
100,2024-03-12T21:08:00,44,0,facebook,pet_lover_promo,text_ad,desktop,https://www.google.com,,
101,2023-06-29T20:03:00,71,1,,,,mobile,,,
102,2023-04-22T14:55:00,95,1,,,,desktop,,,
103,2023-07-06T14:50:00,17,1,,,,mobile,,,
104,2023-04-03T21:53:00,179,1,,,,tablet,,,
105,2023-03-25T10:56:00,5,1,,,,tablet,,,
106,2023-04-27T13:07:00,150,1,,,,desktop,,,
107,2023-05-09T11:44:00,27,1,,,,desktop,,,
108,2024-05-08T16:24:00,6,0,email,new_customer_20,newsletter,tablet,https://mail.google.com,,
109,2024-02-20T12:38:00,163,0,email,loyalty_program,banner_ad,tablet,https://www.google.com,,
110,2023-10-09T09:55:00,165,1,,,,desktop,,,
111,2023-03-03T18:40:00,73,1,,,,tablet,,,
112,2023-06-12T21:19:00,,0,instagram,free_shipping,story,desktop,https://mail.google.com,,
113,2023-02-17T22:18:00,176,0,,,,mobile,,,
114,2023-07-01T22:56:00,161,1,,,,mobile,,,
115,2024-02-25T21:04:00,29,1,,,,desktop,,,
116,2023-03-01T21:31:00,47,0,direct,summer_sale,story,mobile,https://mail.google.com,,
117,2023-09-02T21:14:00,27,1,,,,tablet,,,
118,2023-08-16T21:10:00,158,1,,,,mobile,,,
119,2023-06-28T19:27:00,150,1,,,,mobile,,,
120,2023-02-15T09:03:00,40,0,,,,desktop,,,
121,2023-09-04T15:58:00,,0,,,,tablet,,,
122,2023-07-12T08:37:00,152,0,facebook,loyalty_program,story,desktop,https://www.instagram.com,,
123,2024-01-27T15:35:00,150,0,email,summer_sale,text_ad,tablet,https://www.facebook.com,,
124,2024-04-23T10:39:00,38,1,,,,mobile,,,
125,2023-04-24T21:23:00,121,1,,,,tablet,,,
126,2023-06-05T09:46:00,135,0,facebook,new_customer_20,text_ad,mobile,https://mail.google.com,,
127,2024-03-24T13:42:00,,0,,,,tablet,,,
128,2024-01-02T22:43:00,182,1,,,,tablet,,,
129,2023-08-15T15:44:00,,0,facebook,summer_sale,text_ad,desktop,https://www.instagram.com,,
130,2023-09-11T09:51:00,30,1,,,,desktop,,,
131,2023-05-27T22:58:00,37,1,,,,desktop,,,
132,2023-09-01T13:23:00,117,0,,,,tablet,,,
133,2023-03-27T21:40:00,52,0,direct,pet_lover_promo,text_ad,desktop,https://www.google.com,,
134,2023-08-28T14:35:00,64,1,,,,desktop,,,
135,2023-02-13T19:48:00,130,1,,,,mobile,,,
136,2023-04-06T20:06:00,22,1,,,,mobile,,,
137,2023-10-09T15:12:00,12,1,,,,desktop,,,
138,2023-10-09T22:47:00,30,1,,,,tablet,,,
139,2023-01-29T19:22:00,92,1,,,,desktop,,,
140,2024-02-07T18:17:00,177,0,direct,new_customer_20,newsletter,mobile,https://www.instagram.com,,
141,2024-02-02T17:51:00,111,0,facebook,pet_lover_promo,text_ad,mobile,https://www.facebook.com,,
142,2023-01-29T14:48:00,5,0,,,,desktop,,,
143,2023-03-06T17:27:00,145,0,email,new_customer_20,post,tablet,https://www.instagram.com,,
144,2024-02-23T14:00:00,145,0,google,pet_lover_promo,banner_ad,desktop,https://www.instagram.com,,
145,2024-01-07T11:23:00,47,1,,,,desktop,,,
146,2023-07-11T15:41:00,133,0,,,,tablet,,,
147,2024-05-12T18:05:00,44,1,,,,mobile,,,
148,2023-01-25T13:44:00,104,1,,,,mobile,,,
149,2023-08-01T16:08:00,63,0,email,free_shipping,post,mobile,https://mail.google.com,,
150,2023-07-11T20:48:00,21,1,,,,tablet,,,
151,2023-01-20T16:59:00,190,1,,,,tablet,,,
152,2024-01-07T22:05:00,28,0,instagram,free_shipping,post,tablet,https://www.google.com,,
153,2023-11-14T11:00:00,49,1,,,,tablet,,,
154,2023-08-21T19:44:00,35,0,facebook,pet_lover_promo,banner_ad,tablet,https://mail.google.com,,
155,2023-05-14T12:43:00,78,1,,,,tablet,,,
156,2023-08-19T20:30:00,185,1,,,,tablet,,,
157,2024-03-08T09:30:00,57,0,,,,desktop,,,
158,2023-07-11T22:49:00,183,1,,,,mobile,,,
159,2023-03-26T12:57:00,118,1,,,,tablet,,,
160,2023-08-24T15:45:00,108,1,,,,tablet,,,
161,2023-02-21T12:43:00,193,1,,,,mobile,,,
162,2023-08-30T10:12:00,29,1,,,,tablet,,,
163,2023-10-02T15:00:00,6,0,direct,pet_lover_promo,newsletter,mobile,https://www.instagram.com,,
164,2023-03-11T13:02:00,,0,,,,mobile,,,
165,2024-01-02T18:29:00,,0,direct,free_shipping,story,desktop,https://mail.google.com,,
166,2023-04-15T20:27:00,122,0,instagram,pet_lover_promo,post,desktop,https://www.google.com,,
167,2023-04-06T18:12:00,96,0,facebook,pet_lover_promo,story,tablet,https://www.instagram.com,,
168,2023-08-09T11:14:00,22,1,,,,mobile,,,
169,2023-09-15T17:49:00,2,0,direct,new_customer_20,text_ad,desktop,https://www.facebook.com,,
170,2023-03-18T21:19:00,68,0,,,,tablet,,,
171,2023-10-04T10:25:00,192,1,,,,desktop,,,
172,2023-11-15T11:17:00,13,0,facebook,free_shipping,newsletter,tablet,https://www.facebook.com,,
173,2023-03-17T16:40:00,,0,,,,tablet,,,
174,2023-02-05T11:13:00,26,1,,,,tablet,,,
175,2024-01-06T16:29:00,190,1,,,,tablet,,,
176,2024-04-17T14:40:00,126,1,,,,mobile,,,
177,2023-07-07T12:37:00,103,0,facebook,loyalty_program,post,tablet,https://www.instagram.com,,
178,2023-03-04T09:43:00,156,1,,,,mobile,,,
179,2023-06-22T19:20:00,123,0,,,,mobile,,,
180,2023-09-22T08:06:00,83,0,direct,pet_lover_promo,banner_ad,desktop,https://www.instagram.com,,
181,2023-08-29T13:53:00,,0,instagram,free_shipping,story,desktop,https://mail.google.com,,
182,2023-12-16T20:35:00,47,0,,,,desktop,,,
183,2023-01-20T15:51:00,110,0,facebook,summer_sale,story,mobile,https://www.facebook.com,,
184,2023-07-26T20:27:00,136,1,,,,desktop,,,
185,2024-04-03T08:44:00,141,1,,,,tablet,,,
186,2023-12-05T18:48:00,136,0,direct,summer_sale,post,mobile,https://mail.google.com,,
187,2023-09-26T15:41:00,1,0,facebook,new_customer_20,banner_ad,desktop,https://mail.google.com,,
188,2023-03-11T13:51:00,68,1,,,,tablet,,,
189,2023-09-30T15:44:00,136,0,google,new_customer_20,post,tablet,https://www.instagram.com,,
190,2023-10-23T22:45:00,38,0,email,new_customer_20,newsletter,desktop,https://www.google.com,,
191,2023-11-04T11:21:00,55,0,,,,desktop,,,
192,2023-06-14T13:58:00,64,0,google,loyalty_program,text_ad,desktop,https://www.facebook.com,,
193,2024-04-22T16:01:00,37,1,,,,mobile,,,
194,2024-04-13T11:24:00,,0,direct,free_shipping,post,mobile,https://mail.google.com,,
195,2024-04-26T15:37:00,119,1,,,,desktop,,,
196,2023-08-21T16:15:00,29,0,google,loyalty_program,story,desktop,https://www.facebook.com,,
197,2023-03-06T16:32:00,139,1,,,,mobile,,,
198,2023-06-17T08:15:00,63,0,,,,desktop,,,
199,2023-11-08T18:41:00,183,1,,,,tablet,,,
200,2024-02-05T13:57:00,16,0,instagram,free_shipping,story,mobile,https://www.google.com,,
201,2023-12-07T10:37:00,27,0,facebook,pet_lover_promo,post,tablet,https://mail.google.com,,
202,2023-09-18T18:48:00,,0,direct,summer_sale,text_ad,tablet,https://www.instagram.com,,
203,2024-01-08T14:34:00,60,0,,,,desktop,,,
204,2023-02-11T16:51:00,95,1,,,,tablet,,,
205,2024-02-05T16:25:00,192,0,,,,desktop,,,
206,2024-02-10T11:05:00,35,1,,,,desktop,,,
207,2023-07-03T14:17:00,88,1,,,,tablet,,,
208,2023-10-02T17:07:00,7,1,,,,desktop,,,
209,2023-04-24T16:16:00,173,0,email,summer_sale,text_ad,desktop,https://www.google.com,,
210,2023-11-10T21:01:00,,0,facebook,free_shipping,post,mobile,https://www.facebook.com,,
211,2024-05-14T19:19:00,,0,,,,mobile,,,
212,2024-04-20T16:16:00,181,1,,,,desktop,,,
213,2023-04-11T13:47:00,,0,,,,mobile,,,
214,2024-02-25T14:40:00,164,1,,,,tablet,,,
215,2024-04-10T21:14:00,111,1,,,,desktop,,,
216,2024-03-04T18:01:00,34,0,direct,free_shipping,banner_ad,mobile,https://www.google.com,,
217,2023-06-30T20:02:00,109,0,direct,summer_sale,banner_ad,tablet,https://www.instagram.com,,
218,2023-03-15T18:55:00,180,1,,,,mobile,,,
219,2023-09-04T08:19:00,94,0,facebook,summer_sale,newsletter,desktop,https://www.facebook.com,,
220,2024-02-03T13:56:00,9,1,,,,tablet,,,
221,2024-04-01T20:21:00,57,0,,,,tablet,,,
222,2023-11-21T09:14:00,99,0,google,summer_sale,text_ad,mobile,https://www.facebook.com,,
223,2023-04-11T18:58:00,116,0,google,free_shipping,newsletter,desktop,https://mail.google.com,,
224,2023-01-27T15:09:00,161,1,,,,desktop,,,
225,2023-07-14T18:16:00,175,1,,,,desktop,,,
226,2024-02-18T10:56:00,61,0,facebook,loyalty_program,post,desktop,https://www.facebook.com,,
227,2023-06-10T11:50:00,35,1,,,,mobile,,,
228,2023-02-10T19:19:00,,0,,,,mobile,,,
229,2023-04-03T16:10:00,4,1,,,,mobile,,,
230,2023-06-28T12:24:00,41,1,,,,desktop,,,
231,2024-02-09T11:16:00,,0,direct,free_shipping,newsletter,mobile,https://mail.google.com,,
232,2023-01-27T11:30:00,153,1,,,,mobile,,,
233,2023-10-21T13:52:00,76,1,,,,tablet,,,
234,2023-08-18T11:21:00,36,1,,,,mobile,,,
235,2023-11-13T12:49:00,,0,direct,summer_sale,text_ad,tablet,https://www.facebook.com,,
236,2023-04-05T16:18:00,56,1,,,,tablet,,,
237,2024-04-28T18:27:00,78,1,,,,desktop,,,
238,2024-03-23T11:16:00,189,0,,,,tablet,,,
239,2023-07-27T20:00:00,7,0,instagram,free_shipping,post,desktop,https://www.instagram.com,,
240,2024-02-20T22:31:00,124,0,google,new_customer_20,banner_ad,mobile,https://www.facebook.com,,
241,2023-05-29T12:18:00,28,0,direct,free_shipping,post,desktop,https://www.google.com,,
242,2023-04-23T19:20:00,17,0,,,,tablet,,,
243,2023-03-31T09:23:00,191,0,instagram,loyalty_program,post,mobile,https://www.google.com,,
244,2023-10-31T21:30:00,71,1,,,,tablet,,,
245,2024-05-06T09:25:00,180,1,,,,desktop,,,
246,2023-10-17T15:19:00,57,1,,,,tablet,,,
247,2023-12-14T16:26:00,118,1,,,,tablet,,,
248,2023-12-14T22:27:00,107,1,,,,tablet,,,
249,2024-03-20T08:07:00,122,1,,,,mobile,,,
250,2023-10-17T08:26:00,91,1,,,,desktop,,,
251,2024-04-23T20:47:00,98,0,email,free_shipping,post,mobile,https://mail.google.com,,
252,2024-02-26T21:14:00,130,1,,,,desktop,,,
253,2023-10-01T17:49:00,16,1,,,,tablet,,,
254,2023-08-10T09:16:00,92,1,,,,tablet,,,
255,2023-09-10T22:24:00,127,1,,,,mobile,,,
256,2024-04-15T20:41:00,,0,direct,summer_sale,banner_ad,desktop,https://www.google.com,,
257,2024-04-18T09:45:00,25,1,,,,tablet,,,
258,2023-06-27T12:54:00,174,1,,,,desktop,,,
259,2023-06-26T10:12:00,7,1,,,,tablet,,,
260,2023-02-07T22:32:00,187,1,,,,mobile,,,
261,2023-09-14T17:31:00,,0,instagram,loyalty_program,newsletter,tablet,https://mail.google.com,,
262,2023-11-20T21:16:00,36,1,,,,desktop,,,
263,2023-05-17T19:37:00,76,0,direct,free_shipping,story,desktop,https://www.instagram.com,,
264,2023-11-12T21:54:00,135,1,,,,tablet,,,
265,2023-11-27T10:56:00,6,0,,,,mobile,,,
266,2023-05-16T11:08:00,159,1,,,,desktop,,,
267,2023-04-21T16:43:00,9,1,,,,tablet,,,
268,2023-08-25T19:56:00,77,1,,,,mobile,,,
269,2023-10-24T12:21:00,107,0,,,,desktop,,,
270,2023-01-25T20:58:00,36,1,,,,tablet,,,
271,2024-01-08T13:45:00,50,0,,,,desktop,,,
272,2023-05-25T15:17:00,141,0,,,,tablet,,,
273,2023-01-31T22:12:00,92,1,,,,mobile,,,
274,2023-01-28T20:13:00,118,1,,,,desktop,,,
275,2023-09-01T14:08:00,98,1,,,,tablet,,,
276,2023-04-22T17:44:00,140,1,,,,mobile,,,
277,2023-10-10T14:03:00,171,1,,,,desktop,,,
278,2023-07-12T19:29:00,193,0,google,pet_lover_promo,banner_ad,tablet,https://www.google.com,,
279,2023-09-07T12:13:00,80,1,,,,desktop,,,
280,2023-09-27T17:10:00,7,1,,,,mobile,,,
281,2024-03-02T13:25:00,111,0,,,,desktop,,,
282,2023-11-19T19:21:00,17,1,,,,mobile,,,
283,2023-03-13T22:59:00,50,1,,,,tablet,,,
284,2023-08-31T22:34:00,,0,,,,mobile,,,
285,2023-02-28T18:58:00,198,0,direct,free_shipping,banner_ad,tablet,https://www.facebook.com,,
286,2023-08-17T21:37:00,,0,email,new_customer_20,post,mobile,https://www.facebook.com,,
287,2023-12-04T18:50:00,84,1,,,,tablet,,,
288,2023-07-11T20:48:00,125,1,,,,tablet,,,
289,2023-06-07T21:39:00,139,1,,,,tablet,,,
290,2024-04-15T12:25:00,107,1,,,,mobile,,,
291,2023-07-09T13:46:00,95,0,,,,tablet,,,
292,2023-12-06T12:20:00,82,0,instagram,free_shipping,story,desktop,https://www.instagram.com,,
293,2023-04-27T17:35:00,195,0,,,,mobile,,,
294,2024-05-06T19:14:00,33,0,,,,tablet,,,
295,2024-02-20T13:11:00,104,1,,,,desktop,,,
296,2024-02-11T18:53:00,72,0,google,new_customer_20,newsletter,tablet,https://www.google.com,,
297,2023-11-22T12:47:00,150,1,,,,desktop,,,
298,2023-09-16T22:34:00,14,1,,,,mobile,,,
299,2023-05-27T18:02:00,115,1,,,,tablet,,,
300,2023-06-21T18:29:00,88,1,,,,tablet,,,
301,2023-05-25T11:05:00,155,1,,,,tablet,,,
302,2023-09-06T11:00:00,67,0,direct,pet_lover_promo,newsletter,mobile,https://www.facebook.com,,
303,2023-04-20T08:50:00,7,1,,,,mobile,,,
304,2023-09-24T19:09:00,66,0,,,,tablet,,,
305,2023-10-14T13:04:00,102,1,,,,desktop,,,
306,2023-08-23T19:57:00,84,1,,,,desktop,,,
307,2023-08-17T19:53:00,76,1,,,,tablet,,,
308,2024-04-10T10:35:00,23,0,google,free_shipping,text_ad,mobile,https://www.instagram.com,,
309,2023-12-18T18:15:00,134,0,,,,mobile,,,
310,2023-01-28T14:04:00,124,0,facebook,loyalty_program,post,desktop,https://www.google.com,,
311,2023-11-20T20:00:00,153,0,,,,mobile,,,
312,2024-02-20T09:03:00,132,1,,,,tablet,,,
313,2023-08-09T18:07:00,184,1,,,,desktop,,,
314,2023-08-04T18:42:00,187,1,,,,desktop,,,
315,2024-05-07T10:58:00,129,0,direct,pet_lover_promo,story,mobile,https://www.facebook.com,,
316,2023-07-01T09:10:00,78,1,,,,desktop,,,
317,2023-02-16T18:10:00,126,1,,,,tablet,,,
318,2023-02-22T13:52:00,120,0,facebook,free_shipping,post,mobile,https://www.google.com,,
319,2024-03-15T08:40:00,61,1,,,,mobile,,,
320,2023-11-09T09:27:00,174,1,,,,tablet,,,
321,2023-11-25T15:56:00,93,0,email,loyalty_program,story,desktop,https://mail.google.com,,
322,2023-10-01T22:26:00,32,1,,,,tablet,,,
323,2023-11-19T18:55:00,106,0,direct,new_customer_20,story,mobile,https://www.facebook.com,,
324,2023-12-26T18:04:00,177,0,,,,mobile,,,
325,2024-05-10T22:57:00,52,0,,,,mobile,,,
326,2023-03-07T10:21:00,38,0,,,,mobile,,,
327,2023-03-15T20:16:00,77,0,google,pet_lover_promo,text_ad,mobile,https://www.google.com,,
328,2024-05-11T20:37:00,12,1,,,,mobile,,,
329,2024-01-31T20:57:00,116,0,facebook,pet_lover_promo,story,desktop,https://www.google.com,,
330,2023-06-25T11:05:00,145,1,,,,mobile,,,
331,2023-05-14T10:22:00,44,0,,,,desktop,,,
332,2023-04-23T20:27:00,,0,instagram,loyalty_program,story,mobile,https://www.facebook.com,,
333,2023-11-05T17:18:00,175,1,,,,mobile,,,
334,2023-05-16T09:02:00,11,1,,,,tablet,,,
335,2023-07-24T16:47:00,62,1,,,,tablet,,,
336,2024-03-26T19:09:00,,0,facebook,pet_lover_promo,post,tablet,https://mail.google.com,,
337,2024-03-07T22:11:00,163,1,,,,desktop,,,
338,2024-05-07T17:59:00,132,0,facebook,free_shipping,banner_ad,mobile,https://www.google.com,,
339,2023-12-04T17:30:00,157,1,,,,tablet,,,
340,2024-02-27T22:27:00,59,1,,,,desktop,,,
341,2023-05-08T22:03:00,124,0,,,,mobile,,,
342,2023-05-15T20:18:00,,0,direct,free_shipping,banner_ad,tablet,https://www.google.com,,
343,2023-12-02T09:40:00,3,1,,,,tablet,,,
344,2023-12-25T22:16:00,164,0,direct,loyalty_program,banner_ad,tablet,https://www.google.com,,
345,2023-02-17T11:17:00,67,0,facebook,pet_lover_promo,post,tablet,https://www.facebook.com,,
346,2024-05-09T11:39:00,74,0,,,,tablet,,,
347,2024-01-15T19:24:00,29,0,email,free_shipping,story,tablet,https://www.facebook.com,,
348,2023-02-21T15:18:00,102,1,,,,desktop,,,
349,2024-03-22T18:40:00,,0,direct,free_shipping,newsletter,desktop,https://www.facebook.com,,
350,2023-06-30T08:55:00,81,1,,,,tablet,,,
351,2024-01-08T17:47:00,125,0,,,,mobile,,,
352,2023-12-16T10:38:00,30,0,email,loyalty_program,text_ad,mobile,https://www.instagram.com,,
353,2023-02-10T15:05:00,141,1,,,,mobile,,,
354,2023-06-12T10:56:00,29,1,,,,tablet,,,
355,2023-12-20T18:36:00,7,0,,,,mobile,,,
356,2023-06-28T21:55:00,129,1,,,,desktop,,,
357,2023-08-14T21:23:00,106,0,email,pet_lover_promo,banner_ad,desktop,https://www.facebook.com,,
358,2023-06-01T22:05:00,80,1,,,,desktop,,,
359,2023-09-07T11:07:00,90,1,,,,mobile,,,
360,2023-06-16T10:36:00,200,0,facebook,summer_sale,banner_ad,desktop,https://www.facebook.com,,
361,2023-12-31T18:26:00,,0,instagram,free_shipping,post,tablet,https://www.google.com,,
362,2024-02-01T12:28:00,100,0,facebook,summer_sale,text_ad,mobile,https://www.facebook.com,,
363,2023-08-23T20:26:00,128,1,,,,tablet,,,
364,2023-03-05T11:04:00,150,1,,,,desktop,,,
365,2023-08-31T12:14:00,19,1,,,,desktop,,,
366,2023-04-15T21:03:00,16,1,,,,desktop,,,
367,2023-02-03T21:27:00,18,0,google,loyalty_program,banner_ad,mobile,https://www.facebook.com,,
368,2023-04-26T10:58:00,84,0,,,,desktop,,,
369,2023-08-05T21:08:00,65,1,,,,tablet,,,
370,2023-05-13T11:59:00,145,1,,,,desktop,,,
371,2024-02-06T09:46:00,163,1,,,,tablet,,,
372,2024-03-04T21:30:00,67,1,,,,mobile,,,
373,2023-07-22T14:45:00,154,1,,,,tablet,,,
374,2024-03-20T15:51:00,54,1,,,,mobile,,,
375,2024-04-12T19:20:00,199,1,,,,desktop,,,
376,2024-03-26T17:12:00,115,1,,,,mobile,,,
377,2024-01-25T21:54:00,20,0,google,pet_lover_promo,text_ad,tablet,https://mail.google.com,,
378,2023-11-27T15:10:00,99,0,facebook,pet_lover_promo,banner_ad,mobile,https://mail.google.com,,
379,2023-04-25T20:05:00,133,0,,,,desktop,,,
380,2024-02-09T09:06:00,175,1,,,,desktop,,,
381,2023-11-20T19:35:00,50,1,,,,tablet,,,
382,2023-08-26T17:09:00,83,1,,,,tablet,,,
383,2023-06-27T18:22:00,3,0,,,,desktop,,,
384,2023-06-06T08:01:00,63,1,,,,mobile,,,
385,2023-06-04T20:55:00,79,1,,,,mobile,,,
386,2023-05-06T18:50:00,123,1,,,,mobile,,,
387,2023-10-22T15:36:00,38,1,,,,mobile,,,
388,2023-08-02T12:23:00,160,0,facebook,new_customer_20,post,tablet,https://mail.google.com,,
389,2023-10-26T19:11:00,178,0,,,,mobile,,,
390,2023-05-21T12:24:00,185,0,facebook,loyalty_program,banner_ad,mobile,https://www.facebook.com,,
391,2023-10-25T14:14:00,176,0,instagram,pet_lover_promo,banner_ad,tablet,https://mail.google.com,,
392,2023-09-21T10:25:00,150,1,,,,tablet,,,
393,2023-10-08T09:11:00,108,1,,,,mobile,,,
394,2024-01-10T09:29:00,194,1,,,,desktop,,,
395,2023-08-10T08:42:00,164,0,facebook,pet_lover_promo,banner_ad,mobile,https://www.instagram.com,,
396,2023-12-10T08:01:00,1,0,instagram,new_customer_20,banner_ad,mobile,https://www.google.com,,
397,2023-05-09T18:56:00,117,0,email,pet_lover_promo,story,mobile,https://www.google.com,,
398,2024-04-07T10:39:00,166,1,,,,tablet,,,
