website_pageview_id,created_at,website_session_id,pageview_url,,
164,2024-01-24T13:32:36,23,/produkt/2016,,
165,2024-01-24T13:35:50,23,/koszyk,,
166,2024-01-24T13:36:46,23,/dostawa,,
167,2024-01-24T13:40:16,23,/platnosc,,
168,2024-01-24T13:41:10,23,/potwierdzenie,,
169,2024-03-18T11:20:00,24,/,,
170,2024-03-18T11:21:46,24,/kategoria/ptaki,,
171,2024-03-18T11:22:29,24,/produkt/2013,,
172,2024-03-18T11:23:34,24,/produkt/2009,,
173,2023-02-06T14:39:00,25,/,,
174,2023-02-06T14:39:24,25,/kategoria/ptaki,,
175,2023-02-06T14:41:11,25,/produkt/2013,,
176,2023-02-06T14:42:25,25,/produkt/2017,,
177,2023-02-06T14:44:58,25,/koszyk,,
178,2023-02-06T14:47:27,25,/dostawa,,
179,2023-02-06T14:50:07,25,/platnosc,,
180,2023-02-06T14:51:07,25,/potwierdzenie,,
181,2023-09-11T10:31:00,26,/,,
182,2023-09-11T10:31:42,26,/kategoria/psy/karma,,
183,2023-09-11T10:32:36,26,/,,
184,2023-09-11T10:33:57,26,/produkt/5010,,
185,2023-09-11T10:36:34,26,/kategoria/psy,,
186,2023-09-11T10:35:20,26,/produkt/1017,,
187,2023-09-11T10:37:32,26,/produkt/1032,,
188,2024-04-20T18:25:00,27,/,,
189,2024-04-20T18:25:59,27,/kategoria/gryzonie,,
190,2024-04-20T18:27:16,27,/produkt/3003,,
191,2024-04-20T18:28:49,27,/produkt/3001,,
192,2024-04-20T18:30:26,27,/koszyk,,
193,2024-04-20T18:34:03,27,/dostawa,,
194,2024-04-20T18:34:59,27,/platnosc,,
195,2024-04-20T18:37:10,27,/potwierdzenie,,
196,2024-02-05T13:38:00,28,/,,
197,2024-02-05T13:38:33,28,/kategoria/psy,,
198,2024-02-05T13:39:32,28,/produkt/1024,,
199,2024-02-05T13:42:13,28,/produkt/5003,,
200,2024-02-05T13:41:48,28,/produkt/1019,,
201,2024-02-05T13:44:22,28,/koszyk,,
202,2024-02-05T13:45:35,28,/dostawa,,
203,2024-02-05T13:49:06,28,/platnosc,,
204,2024-02-05T13:50:13,28,/potwierdzenie,,
205,2023-03-31T18:04:00,29,/,,
206,2023-03-31T18:04:59,29,/,,
207,2023-03-31T18:05:52,29,/produkt/1025,,
208,2023-03-31T18:07:30,29,/produkt/2020,,
209,2023-03-31T18:09:25,29,/koszyk,,
210,2023-03-31T18:12:18,29,/dostawa,,
211,2023-03-31T18:14:52,29,/platnosc,,
212,2023-03-31T18:16:03,29,/potwierdzenie,,
213,2023-06-16T15:18:00,30,/,,
214,2023-06-16T15:18:35,30,/kategoria/psy/karma,,
215,2023-06-16T15:20:53,30,/produkt/3008,,
216,2023-06-16T15:22:17,30,/produkt/2006,,
217,2023-06-16T15:22:28,30,/produkt/5004,,
218,2023-06-16T15:23:39,30,/koszyk,,
219,2023-06-16T15:26:34,30,/dostawa,,
220,2023-06-16T15:28:18,30,/platnosc,,
221,2023-06-16T15:31:10,30,/potwierdzenie,,
222,2023-09-05T19:13:00,31,/,,
223,2023-09-05T19:13:59,31,/kategoria/gryzonie,,
224,2023-09-05T19:14:47,31,/produkt/1035,,
225,2023-09-05T19:17:20,31,/produkt/4006,,
226,2023-09-05T19:17:20,31,/produkt/1009,,
227,2023-09-05T19:18:49,31,/koszyk,,
228,2023-09-05T19:21:46,31,/dostawa,,
229,2023-09-05T19:23:29,31,/platnosc,,
230,2023-09-05T19:26:08,31,/potwierdzenie,,
231,2023-12-23T18:22:00,32,/,,
232,2023-12-23T18:22:54,32,/kategoria/ryby-i-akwaria,,
233,2023-12-23T18:24:41,32,/produkt/2030,,
234,2023-12-23T18:26:33,32,/produkt/2017,,
235,2023-12-23T18:26:34,32,/produkt/2012,,
236,2023-12-23T18:29:00,32,/koszyk,,
237,2023-12-23T18:30:34,32,/dostawa,,
238,2023-12-23T18:32:07,32,/platnosc,,
239,2023-12-23T18:34:22,32,/potwierdzenie,,
240,2023-04-27T10:38:00,33,/,,
241,2023-04-27T10:39:00,33,/,,
242,2023-04-27T10:40:29,33,/produkt/2030,,
243,2023-04-27T10:42:55,33,/produkt/1005,,
244,2023-04-27T10:43:29,33,/koszyk,,
245,2023-04-27T10:47:05,33,/dostawa,,
246,2023-04-27T10:48:15,33,/platnosc,,
247,2023-04-27T10:50:40,33,/potwierdzenie,,
248,2023-06-25T15:46:00,34,/,,
249,2023-06-25T15:46:38,34,/kategoria/koty/zabawki,,
250,2023-06-25T15:47:55,34,/produkt/1032,,
251,2023-08-18T10:55:00,35,/,,
252,2023-08-18T10:55:57,35,/kategoria/ryby-i-akwaria,,
253,2023-08-18T10:56:16,35,/produkt/2016,,
254,2023-08-18T10:59:31,35,/produkt/1010,,
255,2023-08-18T10:59:24,35,/produkt/1007,,
256,2023-08-18T11:01:40,35,/koszyk,,
257,2023-08-18T11:03:27,35,/dostawa,,
258,2023-08-18T11:06:17,35,/platnosc,,
259,2023-08-18T11:07:59,35,/potwierdzenie,,
260,2024-04-21T20:46:00,36,/,,
261,2024-04-21T20:46:48,36,/kategoria/psy/karma,,
262,2024-04-21T20:48:44,36,/produkt/2009,,
263,2024-04-21T20:50:56,36,/produkt/4008,,
264,2024-04-21T20:52:53,36,/koszyk,,
265,2024-04-21T20:55:09,36,/dostawa,,
266,2024-04-21T20:56:35,36,/platnosc,,
267,2024-04-21T20:58:24,36,/potwierdzenie,,
268,2024-03-29T10:51:00,37,/,,
269,2024-03-29T10:51:31,37,/kategoria/psy,,
270,2024-03-29T10:52:48,37,/produkt/2006,,
271,2024-03-29T10:55:19,37,/produkt/3008,,
272,2024-03-29T10:56:21,37,/koszyk,,
273,2024-03-29T10:58:42,37,/dostawa,,
274,2024-03-29T11:00:49,37,/platnosc,,
275,2024-03-29T11:04:01,37,/potwierdzenie,,
276,2023-06-06T11:45:00,38,/,,
277,2023-06-06T11:46:50,38,/kategoria/psy,,
278,2023-06-06T11:47:25,38,/produkt/2025,,
279,2024-01-02T21:12:00,39,/,,
280,2024-01-02T21:12:56,39,/kategoria/psy/zabawki,,
281,2024-01-02T21:13:39,39,/produkt/2019,,
282,2024-01-02T21:15:30,39,/produkt/2014,,
283,2024-01-02T21:18:46,39,/koszyk,,
284,2024-01-02T21:20:22,39,/dostawa,,
285,2024-01-02T21:21:52,39,/platnosc,,
286,2024-01-02T21:24:32,39,/potwierdzenie,,
287,2023-08-18T22:43:00,40,/,,
288,2023-08-18T22:43:41,40,/kategoria/koty/karma,,
289,2023-07-17T12:46:00,41,/,,
290,2023-07-17T12:46:35,41,/kategoria/psy/karma,,
291,2023-07-17T12:48:03,41,/produkt/1012,,
292,2023-07-17T12:49:47,41,/produkt/1019,,
293,2023-07-17T12:51:52,41,/koszyk,,
294,2023-07-17T12:54:16,41,/dostawa,,
295,2023-07-17T12:56:07,41,/platnosc,,
296,2023-07-17T12:59:04,41,/potwierdzenie,,
297,2024-02-16T14:02:00,42,/,,
298,2024-02-16T14:02:13,42,/kategoria/koty,,
299,2024-02-16T14:04:23,42,/produkt/4007,,
300,2024-02-16T14:06:20,42,/produkt/5003,,
301,2024-02-16T14:06:28,42,/produkt/1023,,
302,2024-02-16T14:08:14,42,/koszyk,,
303,2024-02-16T14:10:40,42,/dostawa,,
304,2024-02-16T14:13:03,42,/platnosc,,
305,2024-02-16T14:14:22,42,/potwierdzenie,,
306,2024-02-03T17:23:00,43,/,,
307,2024-02-03T17:23:20,43,/kategoria/gryzonie,,
308,2024-02-03T17:25:55,43,/produkt/2032,,
309,2024-02-03T17:27:24,43,/produkt/3004,,
310,2024-02-03T17:27:23,43,/produkt/2009,,
311,2024-02-03T17:28:38,43,/koszyk,,
312,2024-02-03T17:31:51,43,/dostawa,,
313,2024-02-03T17:33:48,43,/platnosc,,
314,2024-02-03T17:35:14,43,/potwierdzenie,,
315,2023-10-26T13:03:00,44,/,,
316,2023-10-26T13:03:44,44,/kategoria/gryzonie,,
317,2023-10-26T13:04:57,44,/produkt/5009,,
318,2023-10-26T13:07:17,44,/produkt/5008,,
319,2023-10-26T13:06:56,44,/produkt/5002,,
320,2023-10-26T13:09:09,44,/koszyk,,
321,2023-10-26T13:10:46,44,/dostawa,,
322,2023-10-26T13:13:53,44,/platnosc,,
323,2023-10-26T13:15:22,44,/potwierdzenie,,
324,2024-01-05T11:06:00,45,/,,
325,2024-01-05T11:06:11,45,/kategoria/psy/zabawki,,
326,2024-01-05T11:08:49,45,/produkt/1027,,
327,2024-01-05T11:09:42,45,/produkt/2006,,
328,2024-01-05T11:12:05,45,/koszyk,,
329,2024-01-05T11:14:45,45,/dostawa,,
330,2024-01-05T11:15:40,45,/platnosc,,
331,2024-01-05T11:18:52,45,/potwierdzenie,,
332,2023-08-02T15:15:00,46,/,,
333,2023-08-02T15:15:43,46,/kategoria/psy/karma,,
334,2023-08-02T15:17:33,46,/produkt/4002,,
335,2023-08-02T15:19:10,46,/produkt/1024,,
336,2023-08-02T15:19:36,46,/produkt/2027,,
337,2023-08-02T15:21:06,46,/koszyk,,
338,2023-08-02T15:24:06,46,/dostawa,,
339,2023-08-02T15:25:08,46,/platnosc,,
340,2023-08-02T15:27:10,46,/potwierdzenie,,
341,2023-07-31T14:40:00,47,/,,
342,2023-07-31T14:40:26,47,/kategoria/psy/karma,,
343,2023-07-31T14:41:58,47,/produkt/4001,,
344,2023-07-31T14:44:01,47,/produkt/4001,,
345,2023-07-31T14:45:45,47,/koszyk,,
346,2023-07-31T14:49:06,47,/dostawa,,
347,2023-07-31T14:50:01,47,/platnosc,,
348,2023-07-31T14:52:02,47,/potwierdzenie,,
349,2023-10-21T22:51:00,48,/,,
350,2023-10-21T22:51:44,48,/kategoria/koty/zabawki,,
351,2023-10-21T22:53:41,48,/,,
352,2023-10-21T22:54:05,48,/produkt/5011,,
353,2023-10-21T22:55:21,48,/kategoria/ptaki,,
354,2024-02-26T10:34:00,49,/,,
355,2024-02-26T10:35:07,49,/kategoria/psy/zabawki,,
356,2024-02-26T10:35:44,49,/kategoria/psy/zabawki,,
357,2024-02-26T10:36:29,49,/kategoria/koty/zabawki,,
358,2024-02-26T10:39:10,49,/produkt/2003,,
359,2024-04-02T12:25:00,50,/,,
360,2024-04-02T12:25:38,50,/kategoria/gryzonie,,
361,2024-04-02T12:27:49,50,/produkt/1005,,
362,2024-04-02T12:29:31,50,/produkt/2013,,
363,2024-04-02T12:29:40,50,/produkt/1004,,
364,2024-04-02T12:31:42,50,/koszyk,,
365,2024-04-02T12:34:03,50,/dostawa,,
366,2024-04-02T12:35:35,50,/platnosc,,
367,2024-04-02T12:37:32,50,/potwierdzenie,,
368,2023-10-10T18:25:00,51,/,,
369,2023-10-10T18:25:33,51,/kategoria/ryby-i-akwaria,,
370,2023-04-17T13:43:00,52,/,,
371,2023-04-17T13:43:29,52,/kategoria/psy/zabawki,,
372,2023-04-17T13:44:20,52,/produkt/1025,,
373,2023-04-17T13:47:45,52,/produkt/1014,,
374,2023-04-17T13:47:49,52,/produkt/1018,,
375,2023-04-17T13:48:30,52,/koszyk,,
376,2023-04-17T13:51:56,52,/dostawa,,
377,2023-04-17T13:53:14,52,/platnosc,,
378,2023-04-17T13:55:51,52,/potwierdzenie,,
379,2023-03-22T09:56:00,53,/,,
380,2023-03-22T09:56:36,53,/kategoria/psy/zabawki,,
381,2023-03-22T09:58:55,53,/produkt/2009,,
382,2023-03-22T10:00:37,53,/produkt/1031,,
383,2023-03-22T10:02:32,53,/koszyk,,
384,2023-03-22T10:03:49,53,/dostawa,,
385,2023-03-22T10:06:07,53,/platnosc,,
386,2023-03-22T10:08:28,53,/potwierdzenie,,
387,2024-04-03T21:22:00,54,/,,
388,2024-04-03T21:22:19,54,/kategoria/koty/zabawki,,
389,2024-04-03T21:23:24,54,/produkt/2028,,
390,2024-04-03T21:26:37,54,/produkt/4002,,
391,2024-04-03T21:26:49,54,/produkt/2009,,
392,2024-04-03T21:28:28,54,/koszyk,,
393,2024-04-03T21:30:38,54,/dostawa,,
394,2024-04-03T21:32:27,54,/platnosc,,
395,2024-04-03T21:35:16,54,/potwierdzenie,,
396,2024-01-05T13:27:00,55,/,,
397,2024-01-05T13:27:27,55,/kategoria/ryby-i-akwaria,,
398,2024-01-05T13:29:51,55,/produkt/3002,,
399,2024-01-05T13:31:41,55,/produkt/2028,,
400,2024-01-05T13:30:31,55,/produkt/1013,,
401,2024-01-05T13:33:35,55,/koszyk,,
402,2024-01-05T13:35:27,55,/dostawa,,
403,2024-01-05T13:38:17,55,/platnosc,,
404,2024-01-05T13:39:18,55,/potwierdzenie,,
405,2024-05-13T22:58:00,56,/,,
406,2024-05-13T22:58:57,56,/kategoria/koty/karma,,
407,2024-05-13T23:00:21,56,/produkt/1002,,
408,2024-05-13T23:01:22,56,/produkt/1029,,
409,2024-05-13T23:04:17,56,/koszyk,,
410,2024-05-13T23:07:08,56,/dostawa,,
411,2024-05-13T23:07:41,56,/platnosc,,
412,2024-05-13T23:10:37,56,/potwierdzenie,,
413,2024-02-07T17:31:00,57,/,,
414,2024-02-07T17:32:38,57,/kategoria/psy/karma,,
415,2023-05-26T22:00:00,58,/,,
416,2023-05-26T22:00:34,58,/kategoria/koty/zabawki,,
417,2023-05-26T22:01:32,58,/produkt/2018,,
418,2023-05-26T22:04:09,58,/produkt/1030,,
419,2023-05-26T22:06:59,58,/koszyk,,
420,2023-05-26T22:07:43,58,/dostawa,,
421,2023-05-26T22:10:22,58,/platnosc,,
422,2023-05-26T22:12:41,58,/potwierdzenie,,
423,2023-11-26T13:03:00,59,/,,
424,2023-11-26T13:03:43,59,/kategoria/gryzonie,,
425,2023-11-26T13:05:36,59,/produkt/1021,,
426,2023-11-26T13:07:51,59,/produkt/4005,,
427,2023-11-26T13:09:39,59,/koszyk,,
428,2023-11-26T13:10:40,59,/dostawa,,
429,2023-11-26T13:13:12,59,/platnosc,,
430,2023-11-26T13:15:39,59,/potwierdzenie,,
431,2024-04-04T08:43:00,60,/,,
432,2024-04-04T08:43:38,60,/kategoria/psy/zabawki,,
433,2024-04-04T08:44:11,60,/produkt/1022,,
434,2024-04-04T08:47:37,60,/produkt/1029,,
435,2024-04-04T08:49:48,60,/koszyk,,
436,2024-04-04T08:51:30,60,/dostawa,,
437,2024-04-04T08:53:16,60,/platnosc,,
438,2024-04-04T08:56:06,60,/potwierdzenie,,
439,2023-06-02T12:20:00,61,/,,
440,2023-06-02T12:20:16,61,/kategoria/psy/karma,,
441,2023-06-02T12:22:32,61,/produkt/4003,,
442,2023-06-02T12:24:34,61,/produkt/3002,,
443,2023-06-02T12:24:42,61,/produkt/2008,,
444,2023-06-02T12:26:08,61,/koszyk,,
445,2023-06-02T12:28:06,61,/dostawa,,
446,2023-06-02T12:30:32,61,/platnosc,,
447,2023-06-02T12:32:59,61,/potwierdzenie,,
448,2024-03-11T22:25:00,62,/,,
449,2024-03-11T22:26:19,62,/kategoria/gryzonie,,
450,2024-03-11T22:27:29,62,/kategoria/psy,,
451,2023-04-26T20:30:00,63,/,,
452,2023-04-26T20:30:39,63,/kategoria/psy/karma,,
453,2023-04-26T20:31:29,63,/produkt/2023,,
454,2023-04-26T20:34:37,63,/produkt/1002,,
455,2023-04-26T20:33:58,63,/produkt/1034,,
456,2023-04-26T20:36:49,63,/koszyk,,
457,2023-04-26T20:39:08,63,/dostawa,,
458,2023-04-26T20:40:11,63,/platnosc,,
459,2023-04-26T20:43:11,63,/potwierdzenie,,
460,2024-02-15T13:35:00,64,/,,
461,2024-02-15T13:35:53,64,/kategoria/ryby-i-akwaria,,
462,2024-02-15T13:38:13,64,/kategoria/koty/karma,,
463,2024-02-15T13:38:29,64,/,,
464,2024-02-15T13:40:30,64,/produkt/2025,,
465,2023-11-11T21:15:00,65,/,,
466,2023-11-11T21:15:39,65,/kategoria/psy/karma,,
467,2023-11-11T21:16:13,65,/produkt/2021,,
468,2023-11-11T21:19:30,65,/produkt/2020,,
469,2023-11-11T21:18:59,65,/produkt/2003,,
470,2023-11-11T21:21:57,65,/koszyk,,
471,2023-11-11T21:23:24,65,/dostawa,,
472,2023-11-11T21:24:57,65,/platnosc,,
473,2023-11-11T21:27:22,65,/potwierdzenie,,
474,2023-11-21T16:09:00,66,/,,
475,2023-11-21T16:10:38,66,/kategoria/koty/zabawki,,
476,2023-11-21T16:11:48,66,/produkt/2031,,
477,2023-02-19T18:56:00,67,/,,
478,2023-02-19T18:57:50,67,/kategoria/koty,,
479,2023-02-19T18:58:35,67,/produkt/5001,,
480,2024-01-09T13:08:00,68,/,,
481,2024-01-09T13:08:40,68,/kategoria/ryby-i-akwaria,,
482,2024-01-09T13:10:45,68,/produkt/1001,,
483,2024-01-09T13:12:21,68,/produkt/1023,,
484,2024-01-09T13:12:35,68,/produkt/4001,,
485,2024-01-09T13:14:55,68,/koszyk,,
486,2024-01-09T13:16:03,68,/dostawa,,
487,2024-01-09T13:19:16,68,/platnosc,,
488,2024-01-09T13:21:19,68,/potwierdzenie,,
489,2023-07-04T18:07:00,69,/,,
490,2023-07-04T18:07:49,69,/kategoria/gryzonie,,
491,2023-07-04T18:09:36,69,/produkt/1031,,
492,2023-07-04T18:10:49,69,/produkt/1008,,
493,2023-07-04T18:13:28,69,/koszyk,,
494,2023-07-04T18:15:49,69,/dostawa,,
495,2023-07-04T18:18:02,69,/platnosc,,
496,2023-07-04T18:19:39,69,/potwierdzenie,,
497,2023-06-01T17:06:00,70,/,,
498,2023-06-01T17:06:56,70,/kategoria/psy/zabawki,,
499,2023-06-01T17:07:37,70,/produkt/3004,,
500,2023-06-01T17:10:32,70,/produkt/2002,,
501,2023-06-01T17:10:17,70,/produkt/4007,,
502,2023-06-01T17:11:38,70,/koszyk,,
503,2023-06-01T17:15:07,70,/dostawa,,
504,2023-06-01T17:16:19,70,/platnosc,,
505,2023-06-01T17:18:33,70,/potwierdzenie,,
506,2023-06-03T16:14:00,71,/,,
507,2023-06-03T16:14:45,71,/kategoria/koty/zabawki,,
508,2023-06-03T16:16:13,71,/produkt/2023,,
509,2023-06-03T16:17:59,71,/produkt/2030,,
510,2023-06-03T16:20:53,71,/koszyk,,
511,2023-06-03T16:22:51,71,/dostawa,,
512,2023-06-03T16:24:26,71,/platnosc,,
513,2023-06-03T16:26:16,71,/potwierdzenie,,
514,2023-05-14T15:09:00,72,/,,
515,2023-05-14T15:09:46,72,/kategoria/ptaki,,
516,2023-05-14T15:10:44,72,/produkt/1029,,
517,2023-05-14T15:13:28,72,/produkt/2022,,
518,2023-05-14T15:13:12,72,/produkt/1011,,
519,2023-05-14T15:14:56,72,/koszyk,,
520,2023-05-14T15:17:55,72,/dostawa,,
521,2023-05-14T15:19:06,72,/platnosc,,
522,2023-05-14T15:21:12,72,/potwierdzenie,,
523,2024-02-10T18:36:00,73,/,,
524,2024-02-10T18:36:29,73,/kategoria/koty/zabawki,,
525,2024-02-10T18:38:02,73,/produkt/2029,,
526,2023-04-18T12:43:00,74,/,,
527,2023-04-18T12:44:37,74,/kategoria/koty/zabawki,,
528,2023-04-18T12:44:56,74,/kategoria/psy,,
529,2023-06-03T18:45:00,75,/,,
530,2023-06-03T18:45:31,75,/kategoria/koty,,
531,2023-06-03T18:47:35,75,/produkt/5009,,
